District,latitude,longitude,Elevation(m),Soil_Type,Soil_porosity(P_sq),Month,Year,Rainfall,precipitation,temperature,diurnal temp range,vapour pressure,Prev_GWL
Durg,21.19,81.28,289,clay loam,0.46,8,2009,259.68,276.8,28.2,6.4,31.9,3.24
Durg,21.19,81.28,289,clay loam,0.46,11,2009,49.77,5.7,24.2,13.6,17.5,4.12
Durg,21.19,81.28,289,clay loam,0.46,1,2010,6.56,13.4,20.1,14.4,13,5.03
Durg,21.19,81.28,289,clay loam,0.46,5,2010,14.96,13.9,35.9,14.3,17.5,8
Durg,21.19,81.28,289,clay loam,0.46,8,2010,208.88,478.6,28,6.4,31.6,2.96
Durg,21.19,81.28,289,clay loam,0.46,11,2010,14.8,12.1,25.2,13.6,18.8,3.78
Durg,21.19,81.28,289,clay loam,0.46,1,2011,0,2.4,20,14.4,12.5,4.5
Durg,21.19,81.28,289,clay loam,0.46,5,2011,2.98,28.3,35.1,14.3,16.6,7.31
Durg,21.19,81.28,289,clay loam,0.46,8,2011,346.34,357.1,27.6,6.4,30.8,2.89
Durg,21.19,81.28,289,clay loam,0.46,11,2011,0,1,24.2,13.6,17.2,4.01
Durg,21.19,81.28,289,clay loam,0.46,1,2012,14.1,16.4,20.6,14.4,13.2,4.88
Durg,21.19,81.28,289,clay loam,0.46,5,2012,0.01,16.5,35.7,14.3,17.5,7.14
Durg,21.19,81.28,289,clay loam,0.46,11,2012,20.41,4.3,23.2,13.6,16.3,5.31
Durg,21.19,81.28,289,clay loam,0.46,1,2013,0.55,5.2,20.9,14.4,13.3,7.44
Durg,21.19,81.28,289,clay loam,0.46,5,2013,2.89,9.5,36.2,14.3,18,10.15
Durg,21.19,81.28,289,clay loam,0.46,8,2013,336.37,327.7,26.9,6.4,29.6,3.35
Durg,21.19,81.28,289,clay loam,0.46,11,2013,0,1.3,23,13.6,16.1,4.64
Durg,21.19,81.28,289,clay loam,0.46,1,2014,0.03,5.3,21,14.4,13.5,6.71
Durg,21.19,81.28,289,clay loam,0.46,5,2014,17.49,19.9,34.4,14.3,15.8,8.59
Durg,21.19,81.28,289,clay loam,0.46,8,2014,280.22,259.4,28.1,6.4,31.4,2.91
Durg,21.19,81.28,289,clay loam,0.46,11,2014,0.01,1.2,24.2,13.6,17.3,3.49
Durg,21.19,81.28,289,clay loam,0.46,1,2015,18.38,5.1,19.7,14.4,12.6,7.21
Durg,21.19,81.28,289,clay loam,0.46,5,2015,13.46,27.4,35.7,14.3,17.4,6.82
Durg,21.19,81.28,289,clay loam,0.46,8,2015,250.19,407.2,27.9,6.4,31.2,3.92
Durg,21.19,81.28,289,clay loam,0.46,11,2015,0,1,24.9,13.6,18.2,4.57
Durg,21.19,81.28,289,clay loam,0.46,1,2016,8.68,3.5,21.7,14.4,14.2,7.29
Durg,21.19,81.28,289,clay loam,0.46,5,2016,196.04,13.3,35.3,14.3,17,8.92
Durg,21.19,81.28,289,clay loam,0.46,8,2016,213.86,264.9,27.6,6.4,30.6,4.24
Durg,21.19,81.28,289,clay loam,0.46,11,2016,0,1,23.2,13.6,16.4,5.04
Durg,21.19,81.28,289,clay loam,0.46,1,2017,1.73,2.7,20.9,14.4,13.5,7.35
Durg,21.19,81.28,289,clay loam,0.46,5,2017,9.47,26.1,35.9,14.3,17.7,9.22
Durg,21.19,81.28,289,clay loam,0.46,8,2017,270.73,380.9,27.8,6.4,31.2,4.43
Durg,21.19,81.28,289,clay loam,0.46,11,2017,0.31,5.1,23.7,13.6,16.8,5.56
Durg,21.19,81.28,289,clay loam,0.46,1,2018,0,2.4,20.8,14.4,13.4,6.78
Durg,21.19,81.28,289,clay loam,0.46,5,2018,36.02,21.9,35.5,14.3,17,7.35
Durg,21.19,81.28,289,clay loam,0.46,8,2018,468.66,323.5,27.1,6.4,29.9,1.89
Durg,21.19,81.28,289,clay loam,0.46,11,2018,0,1,24.4,13.6,17.6,5.28
Durg,21.19,81.28,289,clay loam,0.46,1,2019,30.02,18,20.1,14.4,12.8,6.25
Durg,21.19,81.28,289,clay loam,0.46,3,2019,21.13,5.8,28.6,15.2,12.9,3.15
Durg,21.19,81.28,289,clay loam,0.46,5,2019,9.6,17.6,36,14.3,17.9,8.1
Durg,21.19,81.28,289,clay loam,0.46,8,2019,337.81,453.5,27.4,6.4,30.4,4.45
Durg,21.19,81.28,289,clay loam,0.46,11,2019,0,1.2,24.4,13.6,17.4,3.67
Durg,21.19,81.28,289,clay loam,0.46,1,2020,29.97,28.2,20.8,14.4,13.3,4.82
Durg,21.19,81.28,289,clay loam,0.46,8,2020,454.61,407.8,27.3,6.4,30.2,3.6
Durg,21.19,81.28,289,clay loam,0.46,11,2020,1.87,3.4,23.9,13.6,17.2,4.81
Durg,21.19,81.28,289,clay loam,0.46,1,2021,2.69,3.3,22.3,14.4,14.8,6.14
Durg,21.19,81.28,289,clay loam,0.46,8,2021,148.92,254.9,27.8,6.4,31,3.61
Durg,21.19,81.28,289,clay loam,0.46,11,2021,25.88,4.1,24.3,13.6,17.7,4.17
Durg,21.19,81.28,289,clay loam,0.46,1,2022,36.68,32.7,20.2,14.4,13.1,4.51
Durg,21.19,81.28,289,clay loam,0.46,5,2022,20.27,21.1,35.2,14.3,16.8,6.29
Durg,21.19,81.28,289,clay loam,0.46,8,2022,426.82,486.8,27.9,6.4,31.1,3.03
Durg,21.19,81.28,289,clay loam,0.46,11,2022,0,1,23.4,13.6,16.6,4.05
Bilaspur,22.08,82.14,207,sandy loamy,0.45,3,1984,0.48,10.1,27,14.9,13.1,6.35
Bilaspur,22.08,82.14,207,sandy loamy,0.45,6,1984,266.62,157.4,30.8,10.7,23.7,8.38
Bilaspur,22.08,82.14,207,sandy loamy,0.45,10,1984,23.79,37.7,26,10.7,22.9,1.73
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,1984,0.12,2.2,21.3,13.1,15.1,5.08
Bilaspur,22.08,82.14,207,sandy loamy,0.45,3,1985,0.25,10.4,28.2,14.7,14.7,6.8
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,1985,7.31,11.5,34.6,14.1,17.6,8.16
Bilaspur,22.08,82.14,207,sandy loamy,0.45,6,1985,90.6,165.5,32,10.8,26,10.04
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,1985,0,2.2,22,13.1,16,3.9
Bilaspur,22.08,82.14,207,sandy loamy,0.45,12,1985,0,5.8,20.1,13.9,14.4,5.63
Bilaspur,22.08,82.14,207,sandy loamy,0.45,3,1986,9.53,12.3,26.8,14.9,13,7.06
Bilaspur,22.08,82.14,207,sandy loamy,0.45,4,1986,8.08,9.6,31.5,15,14.4,8.66
Bilaspur,22.08,82.14,207,sandy loamy,0.45,6,1986,293.88,177.5,31.5,10.8,25.4,8.67
Bilaspur,22.08,82.14,207,sandy loamy,0.45,10,1986,53.2,25.4,25.9,10.7,22.4,3.63
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,1986,12.87,6.2,22.8,12.8,17.2,4.96
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,1987,18.49,8.3,19.1,13.6,12.8,5.63
Bilaspur,22.08,82.14,207,sandy loamy,0.45,2,1987,22.44,14,22.2,13.9,14.3,2.59
Bilaspur,22.08,82.14,207,sandy loamy,0.45,3,1987,9.43,21.9,26.3,14.8,13.2,7.24
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,1987,28.44,14.9,33.3,14.1,16.5,8.58
Bilaspur,22.08,82.14,207,sandy loamy,0.45,6,1987,64.95,116.8,33.3,10.9,27.6,8.48
Bilaspur,22.08,82.14,207,sandy loamy,0.45,10,1987,56.83,48.6,26.2,10.8,23.1,4.8
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,1987,13.03,9.1,22.9,12.9,16.8,4.79
Bilaspur,22.08,82.14,207,sandy loamy,0.45,2,1988,48.87,12.6,22.8,13.9,14.2,6.75
Bilaspur,22.08,82.14,207,sandy loamy,0.45,3,1988,6.11,34.1,27,14.8,13.3,5.89
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,1988,6.69,15.4,35.1,14,19,8.73
Bilaspur,22.08,82.14,207,sandy loamy,0.45,6,1988,263.03,215.3,31.6,10.7,24.6,9.59
Bilaspur,22.08,82.14,207,sandy loamy,0.45,10,1988,18.22,34.7,25.4,10.7,22.1,3.6
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,1988,0,3.5,22.2,13,15.9,5.37
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,1989,0.01,5.9,18.6,13.6,12.5,5.25
Bilaspur,22.08,82.14,207,sandy loamy,0.45,2,1989,0,7.2,22.1,13.9,13.4,7.88
Bilaspur,22.08,82.14,207,sandy loamy,0.45,3,1989,7.86,31.7,26,14.8,12.5,9.22
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,1989,0.52,18.2,34.3,14.1,17.3,8.18
Bilaspur,22.08,82.14,207,sandy loamy,0.45,6,1989,254.49,204,30.9,10.7,23.8,10.4
Bilaspur,22.08,82.14,207,sandy loamy,0.45,10,1989,7.75,33.4,26.2,10.6,23.3,4.24
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,1989,1.46,4.7,22.7,13.1,16.7,4.49
Bilaspur,22.08,82.14,207,sandy loamy,0.45,2,1990,20.86,32.5,22.2,13.7,13.9,7.83
Bilaspur,22.08,82.14,207,sandy loamy,0.45,3,1990,2.89,30,25.4,14.6,12.2,7.39
Bilaspur,22.08,82.14,207,sandy loamy,0.45,4,1990,3.19,8.7,31.1,14.7,14.4,4.63
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,1990,37.4,23,33.3,14,16.9,6.58
Bilaspur,22.08,82.14,207,sandy loamy,0.45,6,1990,316.23,283.8,30.6,10.8,24,9.49
Bilaspur,22.08,82.14,207,sandy loamy,0.45,10,1990,97.43,56,25.4,10.6,22.2,3.15
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,1990,0.49,3,23.1,12.9,17.1,3.83
Bilaspur,22.08,82.14,207,sandy loamy,0.45,2,1991,3.1,11.3,23.3,13.8,14.7,4.81
Bilaspur,22.08,82.14,207,sandy loamy,0.45,3,1991,10.09,35.8,27.3,14.6,13.8,6.13
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,1991,0.28,15,34.9,13.9,18.8,9.98
Bilaspur,22.08,82.14,207,sandy loamy,0.45,6,1991,122.27,230.7,30.9,10.8,24.4,7.86
Bilaspur,22.08,82.14,207,sandy loamy,0.45,10,1991,14.06,39,26.2,10.6,23,3.73
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,1991,1.5,5.6,22.7,13,16.2,5.52
Bilaspur,22.08,82.14,207,sandy loamy,0.45,2,1992,0,13.4,20.8,13.7,12.6,6.61
Bilaspur,22.08,82.14,207,sandy loamy,0.45,3,1992,0.22,17.7,27.5,14.7,13.8,7.9
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,1992,1.46,13,33.9,14.1,17,9.3
Bilaspur,22.08,82.14,207,sandy loamy,0.45,6,1992,89.92,121.3,32.3,10.9,26.5,7.6
Bilaspur,22.08,82.14,207,sandy loamy,0.45,10,1992,8.68,46.8,26,10.8,22.9,3.52
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,1992,0,3.5,22.7,13,16.7,5.3
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,1996,37.19,15.8,20.1,13.5,13.9,5.8
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,1996,1.78,8.2,35,14.2,18.3,7.45
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,1996,390.67,407.2,26.6,6.3,29,2.91
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,1996,0,3.9,22.7,13.2,16.2,4.38
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,1997,3.16,11.1,18.3,13.6,12,6.47
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,1997,22.2,21.6,33.6,14.2,16.5,7.28
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,1997,370.93,401.6,27.5,6.3,30.4,4.47
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,1997,99.51,14.7,23.8,13,17.7,4.4
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,1998,123.31,8.6,19.2,13.3,12.4,4.83
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,1998,13.07,25.9,35.1,14.1,18.2,7.14
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,1998,222.92,373.2,28,6.2,31.5,2.61
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,1998,57.92,14.2,23.6,12.8,17.3,5.3
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,1999,22.04,20.1,33.9,14.1,17.2,9.04
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,1999,378.39,439.8,27.2,6.2,30.1,3.68
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,1999,0.5,2.3,23.2,13.2,16.2,4.68
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2000,9.48,5.6,20,13.7,13.5,6.1
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2000,24.72,15.4,33.5,14.1,16.4,6.94
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2000,170.74,297.7,28,6.2,31.2,5.15
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2000,0,2.2,23.7,13,17.4,5.66
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2001,3.62,10.2,19.2,13.6,12.8,6.86
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2001,26.18,16.6,34.4,14.1,17.4,7.87
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2001,355.84,414.2,27.6,6.2,30.8,2.59
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2001,2.06,4.1,23.8,13,17.8,4.61
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2002,11.3,15.1,19.5,13.6,13.2,5.26
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2002,30.96,14.4,35.3,14.1,18.6,9.61
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2002,359.05,426.7,27,6.2,29.7,7.23
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2002,0.36,2.5,22.9,13,16.7,6.11
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2003,1.33,6.9,19.1,13.6,12.8,7.71
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2003,5.17,7.7,34.8,14.1,18.3,8.46
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2003,349.64,371.7,27.4,6.2,30.5,4.76
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2003,5.15,2.3,23.4,13,17.2,3.68
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2004,35.82,21.4,18.7,13.6,12.4,5.2
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2004,14.53,9.4,34.1,14.1,17.4,8.22
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2004,430.7,456.4,26.9,6.2,29.7,2.65
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2004,2.9,2.8,23,13,16.8,4.43
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2005,78.62,18,19.7,13.6,13.4,5.43
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2005,22.91,15.8,34.2,14.1,17.3,8.15
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2005,338.94,379.5,27.6,6.2,30.8,3.99
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2005,0,2.3,22.1,13,15.9,4.84
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2006,0,9.4,19.7,13.6,13.3,5.64
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2006,27.5,33.3,33.8,14.1,16.9,7.91
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2006,345.82,374.6,26.9,6.2,29.7,3.61
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2006,2.69,5.2,23.4,13,17.3,5.38
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2007,0,5.3,19.5,13.6,13.1,6.7
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2007,7.25,16,34.3,14.1,17.5,8.52
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2007,338.46,414.9,27.7,6.2,30.9,3.6
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2007,1.68,2.7,23.1,13,16.9,4.55
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2008,8.01,14.8,19.8,13.6,13.5,6.53
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2008,11.6,20.7,34.1,14.1,17.4,7.95
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2008,304.96,408.7,27.3,6.2,30.4,4.86
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2008,6.53,2.3,23.6,13,17.5,5.15
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2009,20.4,7.3,21,13.6,14.5,6.32
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2009,16.31,19.5,34.6,14.1,17.8,9.37
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2009,350.17,312,28.1,6.2,31.6,4.77
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2009,29.94,6.7,23.4,13,17.4,5.11
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2010,2.63,9.9,18.3,13.6,12.5,6.53
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2010,22.3,13.5,35,14.1,18.3,8.75
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2010,256.34,382.5,28.1,6.2,31.7,4.61
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2010,7.68,7.7,24.7,13,18.7,5.01
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2011,4.52,5.3,18.4,13.6,12.2,6.65
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2011,20.81,18.8,34.2,14.1,17.4,8.5
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2011,440.19,416.7,27.5,6.2,30.7,3.58
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2011,0,2.2,23.4,13,17.2,4.61
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2012,61.78,27.2,19,13.6,12.6,5.19
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2012,1.57,10.3,35,14.1,18.2,9.32
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2012,11.27,4.8,22.4,13,16.1,5.11
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2013,2.41,6.2,19,13.6,12.8,6.45
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2013,4.17,13.4,35.3,14.1,18.4,8.17
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2013,393.31,445.2,27,6.2,29.7,3.43
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2013,0,2.4,22.2,13,15.6,4.75
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2014,1.97,25.8,19.2,13.6,13.1,6
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2014,15.7,26.8,33.7,14.1,16.8,7.28
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2014,395.86,351.3,28.2,6.2,31.3,3.57
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2014,0,4,23.4,13,16.8,4.39
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2015,16.78,11,18.4,13.6,12.5,6.04
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2015,1.78,17.5,34.9,14.1,17.9,8.1
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2015,336.36,430.1,28,6.2,31.1,3.08
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2015,0,2.7,24.2,13,17.8,5.12
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2016,13.61,13.1,20.2,13.6,13.4,6.99
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2016,29.77,16,34.5,14.1,17.5,8.08
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2016,307.39,393.6,27.6,6.2,30.4,4.42
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2016,0,2.2,22.4,13,16,4.92
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2017,2.1,16.7,19.5,13.6,13.1,7.58
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2017,9.87,13.9,35.1,14.1,18.2,9.73
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2017,278.42,381.8,27.9,6.2,30.9,3.5
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2017,0.73,4.4,22.9,13,16.6,5.03
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2018,0,5.6,19.3,13.6,12.6,6.79
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2018,23.59,13.7,34.6,14.1,17.4,9.31
Bilaspur,22.08,82.14,207,sandy loamy,0.45,7,2018,336.3,444.6,27.5,6.8,30.1,7.7
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2018,318.34,409,27.3,6.2,29.9,3.98
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2018,0,2.2,23.6,13,16.8,6.96
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2019,24.5,14,18.7,13.6,12.5,6.42
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2019,8.85,10.7,35.2,14.1,18.5,9.72
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2019,407.07,568.4,27.5,6.2,30.1,3.46
Bilaspur,22.08,82.14,207,sandy loamy,0.45,9,2019,425.24,261.6,27.2,7.5,28.4,10.17
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2019,0,2.4,23.5,13,17.1,5.26
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2020,58,28.3,19.2,13.6,12.7,4.21
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2020,525.76,409.8,27.4,6.2,30.3,2.56
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2020,6.59,4.9,23.2,13,16.7,5.22
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2021,6.72,9.7,20.8,13.6,14,6.68
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2021,240.7,383.3,27.9,6.2,30.9,5.88
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2021,7.45,5.2,23.5,13,17,4.96
Bilaspur,22.08,82.14,207,sandy loamy,0.45,1,2022,22.12,21,18.7,13.6,12.4,5.58
Bilaspur,22.08,82.14,207,sandy loamy,0.45,5,2022,21.42,17.3,34.4,14.1,17.3,7.99
Bilaspur,22.08,82.14,207,sandy loamy,0.45,8,2022,454.69,462.9,27.9,6.2,30.9,2.77
Bilaspur,22.08,82.14,207,sandy loamy,0.45,11,2022,0,4,22.6,13,16,4.28
Sarguja,22.95,83.16,623,Laterite,0.43,11,1974,5.5,5.6,19.4,13,14.5,3.7
Sarguja,22.95,83.16,623,Laterite,0.43,2,1975,9.68,19.1,19,14.4,11.4,7.4
Sarguja,22.95,83.16,623,Laterite,0.43,4,1975,1.27,4.9,29.3,15.9,14.8,5.35
Sarguja,22.95,83.16,623,Laterite,0.43,5,1975,1.6,8.9,32.3,14.9,18.3,10.6
Sarguja,22.95,83.16,623,Laterite,0.43,6,1975,151.21,229.5,29.5,11.2,23.7,6.6
Sarguja,22.95,83.16,623,Laterite,0.43,10,1975,121.31,74.7,24.4,10.6,21.8,2.44
Sarguja,22.95,83.16,623,Laterite,0.43,2,1976,8.87,7.7,19.5,14.3,12.5,5.17
