District,latitude,longitude,Elevation(m),Soil_Type,Soil_porosity(P_sq),Month,Year,Rainfall,precipitation,temperature,diurnal temp range,vapour pressure,Prev_GWL
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1975,330.91,402.5,28.2,9.9,25,6.7
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1975,219.84,157.3,24.9,10.5,23.1,3.3
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1975,2.48,6.3,20,13.5,15.2,2.85
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1976,0.52,1.1,22.6,16,13.7,5.89
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1976,6.8,4.7,27,16,14.6,6.7
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1976,77,54.8,31.5,14,20.3,7.79
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1976,130.38,113.4,28.7,9.9,26,9.66
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1976,3.9,20.2,25.2,10.5,23.1,3.36
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1977,0.91,0.1,23.1,16,14.3,6.39
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1977,3.27,2,27.9,16,15.4,6.63
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1977,82.06,115.9,30.6,14,19.2,7.38
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1977,160.04,215.2,28.8,9.9,26.2,8.62
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1977,28.69,49.3,24.6,10.5,22.4,4.06
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1977,93.35,49.5,23,13.5,18.9,5.7
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1978,16.91,17.4,22.2,16,13.4,7.37
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1978,10.55,12,26.1,16,13.8,4.05
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1978,41.38,40.2,32.6,14,22.1,9.41
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1978,251.12,371.2,28.6,9.9,25.8,7.11
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1978,35.24,38.6,25,10.5,22.9,4.26
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1978,36.36,25.8,22.9,13.5,18.5,3.48
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1979,12.19,27.8,22.5,16,13.7,5.75
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1979,0,0.3,26.3,16,13.9,6.05
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1979,9.07,114.7,30.7,14,19.6,6.99
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1979,334.69,283.2,29.6,9.9,27.5,7.91
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1979,77.18,34.4,25.7,10.5,23.9,3.4
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1979,3.85,31.3,23.4,13.5,19.3,3.94
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1980,0.06,0.4,23.9,16,15.1,6.55
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1980,3.37,12.1,27.6,16,15.3,4.4
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1980,21.52,26.6,32.7,14,21.8,7.58
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1980,359.25,406.6,27.7,9.9,24.3,8.97
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1980,27.67,32.8,25.3,10.5,23.3,3.75
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1980,0,6.1,22.3,13.5,17.8,4.12
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1981,0.12,0,23.4,16,14.5,7.19
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1981,19.75,34.4,26.4,16,14,6.78
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1981,39.24,61,31.5,14,20.3,7.62
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1981,25.21,41.5,24.9,10.5,22.8,3.91
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1981,0.22,3.4,21,13.5,16.5,3.7
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1982,3.05,2.4,23.2,16,14.5,6.31
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1982,8.23,10.6,26.5,16,14.4,5.78
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1982,29.1,48.6,30.5,14,19.4,9.19
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1982,192.47,188.9,29.3,9.9,26.8,6.3
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1982,32.34,126.1,25,10.5,22.9,3.78
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1982,22.08,11.9,22,13.5,17.6,3.07
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1983,20.18,12.8,23.2,16,14.6,6.15
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1983,7.05,8.6,27.4,16,15.2,6.68
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1983,43.03,52.1,31.3,14,20.4,9.4
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1983,284.76,315,30.2,9.9,28.8,7.26
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1983,73.58,98.3,24.2,10.5,22,4.48
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1983,3.72,1.8,20.4,13.5,15.7,2.97
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1984,2.54,10.1,22.1,16,13.3,7.38
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1984,0.9,4.6,27,16,14.5,7.27
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1984,25.14,51.5,32.6,14,21.9,9.35
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1984,292.46,190.3,28.4,9.9,24.9,8.47
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1984,59.65,55.5,24.9,10.5,22.7,3.73
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1984,0,2.1,20.6,13.5,15.7,4.39
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1985,2.18,0.4,23,16,14,5.98
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1985,2.52,3.2,28.3,16,15.8,7.46
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1985,24.98,27.5,32.3,14,21.4,9.33
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1985,258.87,310.1,28.5,9.9,25.7,9.1
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1985,133.67,154.5,23.6,10.5,21,4.14
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1985,0.77,3.4,21.1,13.5,16.3,4.13
Bastar,19.1,81.95,552,Loamy sand,0.44,1,1986,34.45,32.3,19.7,15.8,13.4,9.5
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1986,35.1,21.8,22.8,16,14.1,6.39
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1986,1.83,2.4,27.1,16,14.8,6.08
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1986,20.79,38.5,31.6,14,20.8,9
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1986,295.51,229.2,28.4,9.9,25.3,9.36
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1986,74.48,23.7,25.3,10.5,23.3,3.16
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1986,48.2,35.5,22.3,13.5,17.6,3.67
Bastar,19.1,81.95,552,Loamy sand,0.44,1,1987,4.89,4.7,20.2,15.8,13.8,3.25
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1987,0.5,0.8,22.5,16,13.6,5.83
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1987,13.83,62,26.2,16,13.7,6.28
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1987,57.4,54.6,30.4,14,18.9,6.79
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1987,155.16,133.1,30.3,9.9,28.4,8.61
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1987,114.09,83.7,25,10.5,23.1,2.96
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1987,43.15,39,22.1,13.5,17.5,4.23
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1988,11.97,4.9,23.7,16,15.1,6.41
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1988,8.29,2.7,27.5,16,15.2,5
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1988,48.94,56.8,32.7,14,21.8,8.01
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1988,40.39,43.5,24.4,10.5,21.9,3.07
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1988,3.04,9,21.2,13.5,16.3,4.05
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1989,0,0,22.7,16,13.7,6.4
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1989,19.01,59.7,25.9,16,13.7,6.25
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1989,40.22,56.9,32.2,14,21.3,8.2
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1989,222.31,199,28,9.9,24.7,8.25
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1989,13.53,22.7,24.9,10.5,22.7,2.7
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1989,0.51,1.3,22.1,13.5,17.4,3.24
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1990,29.72,51.3,23.1,16,14.4,5.6
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1990,189.83,114.6,30.2,14,19,6.33
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1990,263.1,259.7,27.1,9.9,23.5,6.9
Bastar,19.1,81.95,552,Loamy sand,0.44,9,1990,260.04,185.9,25.6,7.7,26.6,9.9
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1990,294.81,148.5,24.3,10.5,21.9,7.6
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1990,24.56,12.8,22.3,13.5,17.9,1.89
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1991,0,0.5,24.1,16,15.2,6.01
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1991,5.22,6.7,27.6,16,15.2,5.55
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1991,48.21,47.4,32.1,14,21.1,7.65
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1991,170.4,361,27.9,9.9,25.2,7.27
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1991,77.29,66.8,25.1,10.5,22.8,2.56
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1991,37,34.6,21.5,13.5,16.4,2.32
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1992,0.64,0.3,22.4,16,13.6,6.28
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1992,0,0,27.7,16,15.1,5.04
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1992,30.45,51.6,31.5,14,20.3,8.57
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1992,207.41,187.3,29.4,9.9,27.2,7.48
Bastar,19.1,81.95,552,Loamy sand,0.44,10,1992,24.1,60,25,10.5,23,3.17
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1992,26.71,30.8,22.1,13.5,17.6,2.4
Bastar,19.1,81.95,552,Loamy sand,0.44,1,1993,0,1.5,20.7,15.8,14.2,5.79
Bastar,19.1,81.95,552,Loamy sand,0.44,2,1993,0.52,2,22.8,16,13.9,6.63
Bastar,19.1,81.95,552,Loamy sand,0.44,3,1993,7.11,20.7,26.3,16,14.1,6
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1993,44.35,71.1,31.9,14,20.8,7.53
Bastar,19.1,81.95,552,Loamy sand,0.44,6,1993,204.29,176.7,30,9.9,28,9.08
Bastar,19.1,81.95,552,Loamy sand,0.44,8,1993,215.44,264.4,25.6,6.3,28,2.32
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1993,0.04,0.4,21.6,13.5,17,2.61
Bastar,19.1,81.95,552,Loamy sand,0.44,1,1994,1.4,8.6,20.7,15.8,14.4,5.65
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1994,65.25,66.4,32.1,14,21.3,8.25
Bastar,19.1,81.95,552,Loamy sand,0.44,8,1994,406.37,383.2,24.7,6.3,26.3,1.67
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1994,10.83,11.3,21.3,13.5,16.7,2.61
Bastar,19.1,81.95,552,Loamy sand,0.44,1,1995,68.22,18.4,18.8,15.8,12.4,4.65
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1995,167.86,115.2,30.2,14,18.6,8.58
Bastar,19.1,81.95,552,Loamy sand,0.44,8,1995,319.76,291.4,26.1,6.3,28.5,1.37
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1995,9.15,5,22.3,13.5,17.5,2.53
Bastar,19.1,81.95,552,Loamy sand,0.44,1,1996,1.72,0.4,21.2,15.8,14.8,4.41
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1996,10.77,11.2,32.4,14,21.4,7.01
Bastar,19.1,81.95,552,Loamy sand,0.44,8,1996,370.09,333.7,25,6.3,26.9,1.89
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1996,12.34,16.9,22.1,13.5,17.4,3.1
Bastar,19.1,81.95,552,Loamy sand,0.44,1,1997,11.24,13.2,19.1,15.8,12.7,4.97
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1997,21.18,29.2,31.1,14,19.7,6.91
Bastar,19.1,81.95,552,Loamy sand,0.44,8,1997,292.83,274.9,25.8,6.3,28,2.01
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1997,42.86,46.3,23.3,13.5,19.3,3.16
Bastar,19.1,81.95,552,Loamy sand,0.44,1,1998,0.47,15.1,20.9,15.8,14.5,4.07
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1998,46.68,56.7,32.7,14,21.7,6.89
Bastar,19.1,81.95,552,Loamy sand,0.44,8,1998,195.44,316.8,26.1,6.3,28.6,1.93
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1998,61.33,57.3,22.9,13.5,18.4,2.84
Bastar,19.1,81.95,552,Loamy sand,0.44,1,1999,0,0.3,19.4,15.8,12.9,5.1
Bastar,19.1,81.95,552,Loamy sand,0.44,5,1999,76.84,81.5,31.2,14,20,6.95
Bastar,19.1,81.95,552,Loamy sand,0.44,8,1999,556.93,527.4,25.4,6.3,27.5,1.76
Bastar,19.1,81.95,552,Loamy sand,0.44,11,1999,0.71,0.5,22.3,13.5,17.4,2.89
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2000,1.89,0,20.9,15.8,14.5,4.87
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2000,28.6,66,31.2,14,20,7.25
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2000,373.13,457.7,25.7,6.3,28.1,1.85
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2000,0.42,0.3,22.8,13.5,18.2,3
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2001,1.69,6.7,20.5,15.8,14,5.4
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2001,80.16,76.5,32.3,14,21.5,7.88
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2001,472.12,487.4,25.5,6.3,27.7,1.4
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2001,43.35,26,23.1,13.5,18.7,3.16
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2002,20.53,29.3,20.6,15.8,14.2,5.13
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2002,22.18,67.3,32.9,14,22,8.21
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2002,342.77,455.8,25.1,6.3,26.8,2.07
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2002,0,1.2,22,13.5,17.4,3.75
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2003,0,6.1,20.4,15.8,14,6.23
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2003,1.03,13.5,32.6,14,21.9,8.93
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2003,456.98,387.5,25.4,6.3,27.6,1.07
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2003,0.21,0.6,22.7,13.5,18,2.18
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2004,34.05,42.5,19.9,15.8,13.6,3.74
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2004,20.42,43.2,31,14,19.9,6.45
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2004,318.68,304.8,25.4,6.3,27.3,0.94
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2004,7.34,4.2,22.3,13.5,17.7,2.23
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2005,44.51,17.9,21,15.8,14.6,4.73
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2005,44.87,61,31.6,14,20.6,6.64
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2005,234.27,251,25.8,6.3,28.1,2.06
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2005,6.82,2.2,21.4,13.5,16.7,1.72
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2006,0,0,20.7,15.8,14.3,4.13
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2006,115.86,92.8,31.2,14,20,5.91
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2006,656.36,296.8,25.3,6.3,27.3,1.09
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2006,60.92,49.4,22.7,13.5,18.2,1.72
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2007,0,0,20.8,15.8,14.4,4.03
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2007,60.38,32.3,32.3,14,21.7,6.79
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2007,423.2,388.6,25.7,6.3,28.2,1.53
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2007,0.8,3.8,22.4,13.5,17.8,2.59
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2008,14.77,6.2,21,15.8,14.5,4.32
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2008,15.96,30.9,32.1,14,21.5,6.42
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2008,441.59,382.6,25.4,6.3,27.5,1.46
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2008,0.75,5.5,23,13.5,18.6,2.69
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2009,0,0,21.9,15.8,15.4,4.79
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2009,83.46,110.5,32,14,20.9,6.77
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2009,336.86,314.5,26.5,6.3,29.4,1.38
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2009,17.77,14.4,22.9,13.5,18.5,3.1
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2010,13.99,17.1,19.9,15.8,13.9,4.84
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2010,107.46,67.3,32.3,14,21.5,6.71
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2010,510.46,535.4,26.1,6.3,28.8,1.09
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2010,45.19,53,23.7,13.5,19.2,1.72
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2011,1.62,0,19.7,15.8,13.4,3.93
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2011,59.51,101,31.8,14,20.7,6.13
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2011,310.68,340.7,25.8,6.3,28.4,2.25
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2011,0,0.6,22.7,13.5,18.2,2.9
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2012,25.14,26.5,20.4,15.8,14.1,4.4
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2012,51.3,57.5,32.5,14,21.6,6.52
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2012,531.02,487.2,25.3,6.3,27.2,1.08
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2012,67.52,19,22,13.5,17.4,2.32
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2013,0,1.2,20.8,15.8,14.6,4.37
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2013,46.93,30.1,32.9,14,22.1,6.08
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2013,282.75,269.1,25.1,6.3,27.1,1.12
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2013,1.79,5.3,21.8,13.5,17.3,1.41
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2014,0,0.5,20.7,15.8,14.4,3.83
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2014,43.94,67,30.8,14,19.6,6.26
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2014,339.57,297.7,26.3,6.3,28.8,1.18
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2014,2.12,2.8,22.8,13.5,18.2,1.82
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2015,3.79,0.6,19.4,15.8,13.3,3.89
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2015,49.75,64.2,32.1,14,21.2,4.86
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2015,333.27,441.6,26.1,6.3,28.6,1.63
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2015,1.03,2.9,23.4,13.5,18.9,2.36
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2016,0.71,0.9,21.2,15.8,14.8,3.93
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2016,33.68,65.7,31.8,14,20.8,6.48
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2016,331.27,288.7,25.9,6.3,28.4,1.06
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2016,1.03,0.2,21.9,13.5,17.4,1.91
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2017,0,0,20.5,15.8,14.2,4.21
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2017,55.95,61.4,32.5,14,21.7,5.72
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2017,359.11,417.1,26,6.3,28.6,1.26
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2017,2.58,6.8,22.5,13.5,17.7,2.26
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2018,0,0,20.4,15.8,14,3.86
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2018,48.28,44.8,32,14,20.9,5.85
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2018,475.35,422.9,25.3,6.3,27.3,1.07
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2018,0.22,0.6,23,13.5,18.6,2.06
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2019,9.41,22.5,19.7,15.8,13.5,3.84
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2019,71.85,68.2,32.7,14,22.1,6.1
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2019,448.54,576.3,25.6,6.3,28,1
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2019,4.91,0.3,23,13.5,18.4,1.98
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2020,21.36,20.7,20.7,15.8,14.2,3.67
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2020,67.27,39.9,31.6,14,20.5,5.5
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2020,460.01,433.7,25.4,6.3,27.5,0.98
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2020,5.11,17.4,22.6,13.5,18.3,2.01
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2021,0,0.5,22,15.8,15.6,3.73
Bastar,19.1,81.95,552,Loamy sand,0.44,6,2021,133.2,201.8,27.7,9.9,24.4,5.47
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2021,303.83,271.2,26,6.3,28.4,1.14
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2021,37.33,27.3,23.1,13.5,18.9,1.9
Bastar,19.1,81.95,552,Loamy sand,0.44,1,2022,78.11,45.4,20.1,15.8,14.1,5.25
Bastar,19.1,81.95,552,Loamy sand,0.44,5,2022,64.91,69.7,31.8,14,20.8,6.57
Bastar,19.1,81.95,552,Loamy sand,0.44,8,2022,590.9,581.6,26.1,6.3,28.6,1.79
Bastar,19.1,81.95,552,Loamy sand,0.44,11,2022,0.24,0.5,22,13.5,17.5,3.19